,Tuple,Count,Start X,Start Y,End X,End Y
12742,"(40.75997, -73.99622, 40.76039, -73.99722)",63,40.75997,-73.99622,40.76039,-73.99722
12743,"(40.71291, -73.94117, 40.71335, -73.94138)",4,40.71291,-73.94117,40.71335,-73.94138
12744,"(40.71794, -74.00898, 40.7176, -74.00903)",23,40.71794,-74.00898,40.7176,-74.00903
12745,"(40.71549, -73.97733, 40.71549, -73.97728)",12,40.71549,-73.97733,40.71549,-73.97728
12746,"(40.68478, -73.96307, 40.68487, -73.96309)",21,40.68478,-73.96307,40.68487,-73.96309
12747,"(40.72557, -73.99696, 40.72555, -73.99691)",2,40.72557,-73.99696,40.72555,-73.99691
12748,"(40.71577, -74.01652, 40.71568, -74.01657)",184,40.71577,-74.01652,40.71568,-74.01657
12749,"(40.69847, -73.96222, 40.69859, -73.96218)",4,40.69847,-73.96222,40.69859,-73.96218
12750,"(40.71422, -73.9949, 40.71419, -73.99539)",66,40.71422,-73.9949,40.71419,-73.99539
12751,"(40.68963, -73.98574, 40.68901, -73.98616)",15,40.68963,-73.98574,40.68901,-73.98616
12752,"(40.69206, -74.00001, 40.69213, -74.00001)",5,40.69206,-74.00001,40.69213,-74.00001
12753,"(40.7113, -73.96648, 40.71138, -73.96646)",11,40.7113,-73.96648,40.71138,-73.96646
12754,"(40.75699, -74.00481, 40.75709, -74.00502)",62,40.75699,-74.00481,40.75709,-74.00502
12755,"(40.7352, -73.98581, 40.73577, -73.98537)",154,40.7352,-73.98581,40.73577,-73.98537
12756,"(40.78198, -73.9628, 40.78199, -73.96282)",20,40.78198,-73.9628,40.78199,-73.96282
12757,"(40.74533, -74.00795, 40.74534, -74.00798)",2,40.74533,-74.00795,40.74534,-74.00798
12758,"(40.73067, -73.94922, 40.73071, -73.94877)",15,40.73067,-73.94922,40.73071,-73.94877
12759,"(40.72293, -73.98581, 40.72264, -73.98603)",237,40.72293,-73.98581,40.72264,-73.98603
12760,"(40.7241, -74.00943, 40.72417, -74.01013)",59,40.7241,-74.00943,40.72417,-74.01013
12761,"(40.71144, -73.97827, 40.71146, -73.97823)",1,40.71144,-73.97827,40.71146,-73.97823
12762,"(40.7206, -73.98008, 40.7206, -73.98006)",8,40.7206,-73.98008,40.7206,-73.98006
12763,"(40.76194, -73.96027, 40.76212, -73.96013)",603,40.76194,-73.96027,40.76212,-73.96013
12764,"(40.68113, -73.95566, 40.68085, -73.95438)",16,40.68113,-73.95566,40.68085,-73.95438
12765,"(40.7612, -73.96392, 40.76187, -73.96343)",7,40.7612,-73.96392,40.76187,-73.96343
12766,"(40.71899, -73.96313, 40.71865, -73.96348)",186,40.71899,-73.96313,40.71865,-73.96348
12767,"(40.70295, -74.01151, 40.70247, -74.01137)",66,40.70295,-74.01151,40.70247,-74.01137
12768,"(40.70333, -73.99345, 40.70333, -73.99344)",236,40.70333,-73.99345,40.70333,-73.99344
12769,"(40.72104, -73.98109, 40.72104, -73.98109)",159,40.72104,-73.98109,40.72104,-73.98109
12770,"(40.64734, -74.00799, 40.64679, -74.00857)",1,40.64734,-74.00799,40.64679,-74.00857
12771,"(40.7117, -74.00277, 40.71169, -74.00276)",2,40.7117,-74.00277,40.71169,-74.00276
12772,"(40.77709, -73.97905, 40.77742, -73.97881)",25,40.77709,-73.97905,40.77742,-73.97881
12773,"(40.75407, -73.9827, 40.75399, -73.98275)",2,40.75407,-73.9827,40.75399,-73.98275
12774,"(40.69426, -73.95234, 40.69347, -73.95217)",6,40.69426,-73.95234,40.69347,-73.95217
12775,"(40.69314, -73.96983, 40.69156, -73.96954)",146,40.69314,-73.96983,40.69156,-73.96954
12776,"(40.78103, -73.96135, 40.781, -73.96126)",2,40.78103,-73.96135,40.781,-73.96126
12777,"(40.71276, -73.95681, 40.71282, -73.95701)",11,40.71276,-73.95681,40.71282,-73.95701
12778,"(40.69759, -73.98418, 40.6976, -73.98438)",3,40.69759,-73.98418,40.6976,-73.98438
12779,"(40.71471, -73.98716, 40.71456, -73.98716)",144,40.71471,-73.98716,40.71456,-73.98716
12780,"(40.72236, -74.0115, 40.72238, -74.01152)",24,40.72236,-74.0115,40.72238,-74.01152
12781,"(40.7387, -73.97355, 40.73861, -73.97361)",33,40.7387,-73.97355,40.73861,-73.97361
12782,"(40.76851, -73.97566, 40.76827, -73.97581)",65,40.76851,-73.97566,40.76827,-73.97581
12783,"(40.69637, -73.99114, 40.69637, -73.99114)",117,40.69637,-73.99114,40.69637,-73.99114
12784,"(40.74157, -73.9496, 40.74159, -73.94957)",1,40.74157,-73.9496,40.74159,-73.94957
12785,"(40.68649, -73.98786, 40.68712, -73.98943)",3,40.68649,-73.98786,40.68712,-73.98943
12786,"(40.73944, -73.97681, 40.7394, -73.9767)",122,40.73944,-73.97681,40.7394,-73.9767
12787,"(40.75342, -73.96352, 40.7533, -73.96362)",2,40.75342,-73.96352,40.7533,-73.96362
12788,"(40.75925, -74.00333, 40.75925, -74.00331)",30,40.75925,-74.00333,40.75925,-74.00331
12789,"(40.73104, -73.97879, 40.73127, -73.97853)",4,40.73104,-73.97879,40.73127,-73.97853
12790,"(40.75079, -73.94013, 40.75081, -73.94016)",4,40.75079,-73.94013,40.75081,-73.94016
12791,"(40.71616, -74.00257, 40.71651, -74.0033)",56,40.71616,-74.00257,40.71651,-74.0033
12792,"(40.741, -74.00936, 40.7411, -74.00933)",934,40.741,-74.00936,40.7411,-74.00933
12793,"(40.74768, -73.96866, 40.74771, -73.96864)",5,40.74768,-73.96866,40.74771,-73.96864
12794,"(40.72736, -73.94581, 40.72724, -73.94575)",3,40.72736,-73.94581,40.72724,-73.94575
12795,"(40.76989, -73.97148, 40.76994, -73.97141)",232,40.76989,-73.97148,40.76994,-73.97141
12796,"(40.70259, -73.96256, 40.70256, -73.96248)",15,40.70259,-73.96256,40.70256,-73.96248
12797,"(40.76094, -73.95596, 40.76093, -73.95596)",170,40.76094,-73.95596,40.76093,-73.95596
12798,"(40.71444, -74.01343, 40.71444, -74.01343)",69,40.71444,-74.01343,40.71444,-74.01343
12799,"(40.71331, -74.01628, 40.71338, -74.01626)",17,40.71331,-74.01628,40.71338,-74.01626
12800,"(40.71433, -73.99285, 40.71458, -73.99292)",98,40.71433,-73.99285,40.71458,-73.99292
12801,"(40.71051, -73.95705, 40.71088, -73.95802)",21,40.71051,-73.95705,40.71088,-73.95802
12802,"(40.70949, -74.00167, 40.70949, -74.00167)",145,40.70949,-74.00167,40.70949,-74.00167
12803,"(40.68926, -73.99902, 40.68928, -73.99911)",2,40.68926,-73.99902,40.68928,-73.99911
12804,"(40.74087, -73.9901, 40.74155, -73.98959)",215,40.74087,-73.9901,40.74155,-73.98959
12805,"(40.76542, -73.98382, 40.76542, -73.98382)",284,40.76542,-73.98382,40.76542,-73.98382
12806,"(40.67777, -73.93863, 40.67769, -73.93864)",1,40.67777,-73.93863,40.67769,-73.93864
12807,"(40.68281, -73.96367, 40.68281, -73.96367)",2,40.68281,-73.96367,40.68281,-73.96367
12808,"(40.73104, -73.98151, 40.73133, -73.98221)",122,40.73104,-73.98151,40.73133,-73.98221
12809,"(40.75312, -73.97908, 40.75293, -73.97918)",13,40.75312,-73.97908,40.75293,-73.97918
12810,"(40.73396, -74.01009, 40.73396, -74.01032)",8,40.73396,-74.01009,40.73396,-74.01032
12811,"(40.71954, -73.98191, 40.71994, -73.98172)",117,40.71954,-73.98191,40.71994,-73.98172
12812,"(40.74482, -73.97108, 40.74472, -73.97115)",1,40.74482,-73.97108,40.74472,-73.97115
12813,"(40.76595, -73.9909, 40.76619, -73.99147)",28,40.76595,-73.9909,40.76619,-73.99147
12814,"(40.69842, -73.98322, 40.6984, -73.98318)",4,40.69842,-73.98322,40.6984,-73.98318
12815,"(40.72359, -74.00456, 40.72361, -74.00468)",85,40.72359,-74.00456,40.72361,-74.00468
12816,"(40.71355, -74.01146, 40.71344, -74.01122)",16,40.71355,-74.01146,40.71344,-74.01122
12817,"(40.70785, -73.95631, 40.7076, -73.95554)",4,40.70785,-73.95631,40.7076,-73.95554
12818,"(40.7004, -73.98975, 40.7004, -73.98974)",11,40.7004,-73.98975,40.7004,-73.98974
12819,"(40.75312, -73.94682, 40.75196, -73.94797)",1,40.75312,-73.94682,40.75196,-73.94797
12820,"(40.71235, -73.98504, 40.71308, -73.98513)",19,40.71235,-73.98504,40.71308,-73.98513
12821,"(40.72038, -74.00545, 40.72048, -74.00537)",44,40.72038,-74.00545,40.72048,-74.00537
12822,"(40.70142, -73.98864, 40.70143, -73.98864)",7,40.70142,-73.98864,40.70143,-73.98864
12823,"(40.69846, -73.99778, 40.69852, -73.99774)",23,40.69846,-73.99778,40.69852,-73.99774
12824,"(40.71597, -73.97894, 40.71646, -73.98056)",76,40.71597,-73.97894,40.71646,-73.98056
12825,"(40.72917, -74.00121, 40.72809, -74.00211)",138,40.72917,-74.00121,40.72809,-74.00211
12826,"(40.71946, -73.96265, 40.71922, -73.96291)",188,40.71946,-73.96265,40.71922,-73.96291
12827,"(40.73731, -73.9854, 40.73791, -73.98497)",79,40.73731,-73.9854,40.73791,-73.98497
12828,"(40.71792, -73.98854, 40.71764, -73.98867)",28,40.71792,-73.98854,40.71764,-73.98867
12829,"(40.73574, -73.99301, 40.73571, -73.99294)",80,40.73574,-73.99301,40.73571,-73.99294
12830,"(40.78327, -73.98442, 40.78331, -73.98437)",80,40.78327,-73.98442,40.78331,-73.98437
12831,"(40.71471, -73.95684, 40.71514, -73.95637)",85,40.71471,-73.95684,40.71514,-73.95637
12832,"(40.73596, -73.98582, 40.73577, -73.98537)",136,40.73596,-73.98582,40.73577,-73.98537
12833,"(40.75232, -73.98597, 40.75232, -73.98597)",95,40.75232,-73.98597,40.75232,-73.98597
12834,"(40.73892, -73.98737, 40.73985, -73.98956)",736,40.73892,-73.98737,40.73985,-73.98956
12835,"(40.76402, -73.98254, 40.76405, -73.98252)",144,40.76402,-73.98254,40.76405,-73.98252
12836,"(40.70798, -73.96842, 40.70845, -73.96844)",218,40.70798,-73.96842,40.70845,-73.96844
12837,"(40.7163, -73.99476, 40.71622, -73.99478)",16,40.7163,-73.99476,40.71622,-73.99478
12838,"(40.7481, -73.96821, 40.74806, -73.9682)",7,40.7481,-73.96821,40.74806,-73.9682
12839,"(40.76626, -73.95083, 40.76624, -73.95085)",216,40.76626,-73.95083,40.76624,-73.95085
12840,"(40.71864, -73.95901, 40.71808, -73.95961)",32,40.71864,-73.95901,40.71808,-73.95961
12841,"(40.71084, -74.00769, 40.7114, -74.00864)",7,40.71084,-74.00769,40.7114,-74.00864
12842,"(40.727, -73.99988, 40.72689, -73.99997)",202,40.727,-73.99988,40.72689,-73.99997
12843,"(40.7743, -73.97576, 40.77435, -73.97571)",83,40.7743,-73.97576,40.77435,-73.97571
12844,"(40.68773, -73.95699, 40.68846, -73.95713)",6,40.68773,-73.95699,40.68846,-73.95713
12845,"(40.73468, -74.0, 40.73468, -74.0)",138,40.73468,-74.0,40.73468,-74.0
12846,"(40.7717, -73.97874, 40.77171, -73.97869)",3,40.7717,-73.97874,40.77171,-73.97869
12847,"(40.70792, -73.99966, 40.70789, -73.99972)",6,40.70792,-73.99966,40.70789,-73.99972
12848,"(40.74344, -73.972, 40.74334, -73.97206)",1,40.74344,-73.972,40.74334,-73.97206
12849,"(40.72142, -73.98387, 40.72156, -73.98431)",24,40.72142,-73.98387,40.72156,-73.98431
12850,"(40.71244, -73.99339, 40.7124, -73.99337)",1,40.71244,-73.99339,40.7124,-73.99337
12851,"(40.71451, -74.00077, 40.71445, -74.00066)",55,40.71451,-74.00077,40.71445,-74.00066
12852,"(40.75522, -73.97125, 40.75522, -73.97125)",7,40.75522,-73.97125,40.75522,-73.97125
12853,"(40.70996, -74.00605, 40.71043, -74.00562)",35,40.70996,-74.00605,40.71043,-74.00562
12854,"(40.68843, -73.97971, 40.68865, -73.98024)",9,40.68843,-73.97971,40.68865,-73.98024
12855,"(40.69117, -73.98632, 40.69115, -73.98632)",2,40.69117,-73.98632,40.69115,-73.98632
12856,"(40.72078, -73.98128, 40.7209, -73.98169)",148,40.72078,-73.98128,40.7209,-73.98169
12857,"(40.73035, -73.97255, 40.73028, -73.97246)",1,40.73035,-73.97255,40.73028,-73.97246
12858,"(40.7001, -73.98777, 40.70023, -73.98777)",3,40.7001,-73.98777,40.70023,-73.98777
12859,"(40.76852, -73.9959, 40.76848, -73.99592)",442,40.76852,-73.9959,40.76848,-73.99592
12860,"(40.72792, -73.95519, 40.72791, -73.95519)",1,40.72792,-73.95519,40.72791,-73.95519
12861,"(40.73282, -73.9743, 40.73285, -73.9744)",23,40.73282,-73.9743,40.73285,-73.9744
12862,"(40.71134, -73.99239, 40.71129, -73.99238)",21,40.71134,-73.99239,40.71129,-73.99238
12863,"(40.77857, -73.97387, 40.77832, -73.97399)",63,40.77857,-73.97387,40.77832,-73.97399
12864,"(40.72693, -73.99668, 40.72693, -73.99668)",43,40.72693,-73.99668,40.72693,-73.99668
12865,"(40.71594, -73.98087, 40.71602, -73.98082)",1,40.71594,-73.98087,40.71602,-73.98082
12866,"(40.75154, -74.0014, 40.75146, -74.00144)",13,40.75154,-74.0014,40.75146,-74.00144
12867,"(40.7113, -73.96829, 40.71107, -73.96839)",189,40.7113,-73.96829,40.71107,-73.96839
12868,"(40.77012, -73.95741, 40.76912, -73.95505)",25,40.77012,-73.95741,40.76912,-73.95505
12869,"(40.78136, -73.98211, 40.78143, -73.98226)",13,40.78136,-73.98211,40.78143,-73.98226
12870,"(40.75409, -74.00716, 40.75415, -74.00713)",1,40.75409,-74.00716,40.75415,-74.00713
12871,"(40.77652, -73.98841, 40.77652, -73.98841)",18,40.77652,-73.98841,40.77652,-73.98841
12872,"(40.73054, -73.98071, 40.7304, -73.98036)",3,40.73054,-73.98071,40.7304,-73.98036
12873,"(40.71145, -73.95504, 40.71145, -73.95502)",4,40.71145,-73.95504,40.71145,-73.95502
12874,"(40.72301, -73.94501, 40.72297, -73.94536)",29,40.72301,-73.94501,40.72297,-73.94536
12875,"(40.71042, -74.0039, 40.71041, -74.00391)",9,40.71042,-74.0039,40.71041,-74.00391
12876,"(40.70074, -73.98973, 40.70072, -73.98922)",92,40.70074,-73.98973,40.70072,-73.98922
12877,"(40.75925, -74.00323, 40.75925, -74.00321)",30,40.75925,-74.00323,40.75925,-74.00321
12878,"(40.71335, -73.94138, 40.71291, -73.94117)",11,40.71335,-73.94138,40.71291,-73.94117
12879,"(40.71606, -74.01508, 40.71604, -74.01511)",14,40.71606,-74.01508,40.71604,-74.01511
12880,"(40.75979, -73.97628, 40.75992, -73.97659)",8,40.75979,-73.97628,40.75992,-73.97659
12881,"(40.74754, -73.98836, 40.74654, -73.98597)",63,40.74754,-73.98836,40.74654,-73.98597
12882,"(40.69366, -73.98248, 40.69374, -73.98248)",14,40.69366,-73.98248,40.69374,-73.98248
12883,"(40.71087, -74.00339, 40.71085, -74.00332)",1,40.71087,-74.00339,40.71085,-74.00332
12884,"(40.7477, -73.99253, 40.74786, -73.99292)",213,40.7477,-73.99253,40.74786,-73.99292
12885,"(40.74225, -73.98906, 40.74231, -73.98902)",216,40.74225,-73.98906,40.74231,-73.98902
12886,"(40.70494, -74.01583, 40.70494, -74.01573)",54,40.70494,-74.01583,40.70494,-74.01573
12887,"(40.74879, -74.0079, 40.74891, -74.00796)",1,40.74879,-74.0079,40.74891,-74.00796
12888,"(40.71596, -73.98282, 40.71509, -73.98327)",119,40.71596,-73.98282,40.71509,-73.98327
12889,"(40.72323, -73.98844, 40.7232, -73.98845)",218,40.72323,-73.98844,40.7232,-73.98845
12890,"(40.78588, -73.9847, 40.78589, -73.98468)",7,40.78588,-73.9847,40.78589,-73.98468
12891,"(40.74928, -74.00795, 40.7495, -74.00807)",68,40.74928,-74.00795,40.7495,-74.00807
12892,"(40.74732, -73.97406, 40.74739, -73.97424)",4,40.74732,-73.97406,40.74739,-73.97424
12893,"(40.73257, -74.01044, 40.73258, -74.01066)",147,40.73257,-74.01044,40.73258,-74.01066
12894,"(40.73312, -73.97957, 40.73318, -73.97958)",63,40.73312,-73.97957,40.73318,-73.97958
12895,"(40.68943, -74.01243, 40.68951, -74.01247)",1,40.68943,-74.01243,40.68951,-74.01247
12896,"(40.75984, -73.98418, 40.75952, -73.98441)",765,40.75984,-73.98418,40.75952,-73.98441
12897,"(40.72319, -73.97401, 40.723, -73.97413)",5,40.72319,-73.97401,40.723,-73.97413
12898,"(40.70538, -73.9504, 40.70546, -73.9502)",1,40.70538,-73.9504,40.70546,-73.9502
12899,"(40.75945, -73.97819, 40.75939, -73.97823)",46,40.75945,-73.97819,40.75939,-73.97823
12900,"(40.70332, -74.01446, 40.70329, -74.01446)",26,40.70332,-74.01446,40.70329,-74.01446
12901,"(40.70994, -73.94616, 40.70995, -73.94611)",1,40.70994,-73.94616,40.70995,-73.94611
12902,"(40.68577, -73.99539, 40.68545, -73.99441)",2,40.68577,-73.99539,40.68545,-73.99441
12903,"(40.7024, -73.99332, 40.70247, -73.99325)",21,40.7024,-73.99332,40.70247,-73.99325
12904,"(40.76503, -73.97331, 40.76505, -73.97329)",55,40.76503,-73.97331,40.76505,-73.97329
12905,"(40.71421, -73.98966, 40.7142, -73.98966)",92,40.71421,-73.98966,40.7142,-73.98966
12906,"(40.70731, -73.99827, 40.7074, -73.99839)",4,40.70731,-73.99827,40.7074,-73.99839
12907,"(40.70928, -74.01685, 40.70908, -74.017)",36,40.70928,-74.01685,40.70908,-74.017
12908,"(40.68449, -73.95912, 40.68449, -73.95912)",34,40.68449,-73.95912,40.68449,-73.95912
12909,"(40.74266, -73.9517, 40.74269, -73.95169)",36,40.74266,-73.9517,40.74269,-73.95169
12910,"(40.71247, -73.99242, 40.71247, -73.99242)",541,40.71247,-73.99242,40.71247,-73.99242
12911,"(40.74177, -73.952, 40.74173, -73.95201)",71,40.74177,-73.952,40.74173,-73.95201
12912,"(40.74936, -73.98181, 40.74967, -73.98159)",43,40.74936,-73.98181,40.74967,-73.98159
12913,"(40.73052, -73.99069, 40.7306, -73.99063)",635,40.73052,-73.99069,40.7306,-73.99063
12914,"(40.7453, -73.99848, 40.7453, -73.99848)",199,40.7453,-73.99848,40.7453,-73.99848
12915,"(40.72523, -73.99215, 40.72523, -73.99215)",176,40.72523,-73.99215,40.72523,-73.99215
12916,"(40.6843, -73.9412, 40.68504, -73.94134)",47,40.6843,-73.9412,40.68504,-73.94134
12917,"(40.72048, -74.01242, 40.72048, -74.01242)",30,40.72048,-74.01242,40.72048,-74.01242
12918,"(40.71043, -73.95599, 40.71046, -73.95572)",98,40.71043,-73.95599,40.71046,-73.95572
12919,"(40.76861, -73.96777, 40.76861, -73.96777)",9,40.76861,-73.96777,40.76861,-73.96777
12920,"(40.70641, -74.01645, 40.70646, -74.01644)",736,40.70641,-74.01645,40.70646,-74.01644
12921,"(40.76947, -73.99499, 40.76937, -73.99505)",3,40.76947,-73.99499,40.76937,-73.99505
12922,"(40.736, -73.98227, 40.73506, -73.98005)",432,40.736,-73.98227,40.73506,-73.98005
12923,"(40.75903, -73.95943, 40.75909, -73.95939)",142,40.75903,-73.95943,40.75909,-73.95939
12924,"(40.76166, -73.98656, 40.76166, -73.98656)",160,40.76166,-73.98656,40.76166,-73.98656
12925,"(40.70496, -73.96644, 40.705, -73.96648)",3,40.70496,-73.96644,40.705,-73.96648
12926,"(40.75181, -74.00794, 40.75179, -74.00792)",4,40.75181,-74.00794,40.75179,-74.00792
12927,"(40.75903, -73.95917, 40.75907, -73.95925)",1,40.75903,-73.95917,40.75907,-73.95925
12928,"(40.78067, -73.98714, 40.78069, -73.9871)",20,40.78067,-73.98714,40.78069,-73.9871
12929,"(40.72726, -73.98266, 40.72726, -73.98266)",207,40.72726,-73.98266,40.72726,-73.98266
12930,"(40.71244, -73.99339, 40.71252, -73.99344)",7,40.71244,-73.99339,40.71252,-73.99344
12931,"(40.74724, -73.99336, 40.74786, -73.99292)",74,40.74724,-73.99336,40.74786,-73.99292
12932,"(40.71824, -74.00525, 40.71818, -74.0053)",21,40.71824,-74.00525,40.71818,-74.0053
12933,"(40.73831, -73.93863, 40.73826, -73.93865)",4,40.73831,-73.93863,40.73826,-73.93865
12934,"(40.75552, -73.98362, 40.75485, -73.98412)",73,40.75552,-73.98362,40.75485,-73.98412
12935,"(40.72276, -73.97398, 40.72261, -73.97405)",380,40.72276,-73.97398,40.72261,-73.97405
12936,"(40.74605, -73.97454, 40.74603, -73.97447)",1,40.74605,-73.97454,40.74603,-73.97447
12937,"(40.7361, -73.97516, 40.7362, -73.97516)",5,40.7361,-73.97516,40.7362,-73.97516
12938,"(40.70155, -74.01216, 40.70161, -74.01194)",5,40.70155,-74.01216,40.70161,-74.01194
12939,"(40.76214, -74.00126, 40.76211, -74.0013)",1,40.76214,-74.00126,40.76211,-74.0013
12940,"(40.77496, -73.96833, 40.77492, -73.96839)",6,40.77496,-73.96833,40.77492,-73.96839
12941,"(40.7234, -73.95627, 40.72428, -73.95772)",30,40.7234,-73.95627,40.72428,-73.95772
12942,"(40.68471, -73.94418, 40.68438, -73.94702)",2,40.68471,-73.94418,40.68438,-73.94702
12943,"(40.7359, -74.00555, 40.73584, -74.00598)",44,40.7359,-74.00555,40.73584,-74.00598
12944,"(40.71794, -74.00099, 40.71731, -74.00156)",287,40.71794,-74.00099,40.71731,-74.00156
12945,"(40.71948, -73.98194, 40.7194, -73.9817)",21,40.71948,-73.98194,40.7194,-73.9817
12946,"(40.71098, -73.97929, 40.71094, -73.97941)",281,40.71098,-73.97929,40.71094,-73.97941
12947,"(40.68904, -73.98623, 40.68901, -73.98616)",63,40.68904,-73.98623,40.68901,-73.98616
12948,"(40.70167, -74.01067, 40.70168, -74.01059)",76,40.70167,-74.01067,40.70168,-74.01059
12949,"(40.69048, -73.98787, 40.6902, -73.98807)",153,40.69048,-73.98787,40.6902,-73.98807
12950,"(40.68919, -73.99873, 40.68875, -73.99719)",12,40.68919,-73.99873,40.68875,-73.99719
12951,"(40.68344, -73.97887, 40.68317, -73.97906)",9,40.68344,-73.97887,40.68317,-73.97906
12952,"(40.76798, -73.96822, 40.76865, -73.96982)",29,40.76798,-73.96822,40.76865,-73.96982
12953,"(40.73353, -73.9994, 40.73351, -73.99936)",68,40.73353,-73.9994,40.73351,-73.99936
12954,"(40.69806, -73.97678, 40.69801, -73.97578)",228,40.69806,-73.97678,40.69801,-73.97578
12955,"(40.71227, -73.99329, 40.71187, -73.99308)",1,40.71227,-73.99329,40.71187,-73.99308
12956,"(40.69602, -73.98212, 40.69602, -73.98224)",1,40.69602,-73.98212,40.69602,-73.98224
12957,"(40.69328, -73.97355, 40.69329, -73.97387)",37,40.69328,-73.97355,40.69329,-73.97387
12958,"(40.73983, -73.97774, 40.73921, -73.97818)",31,40.73983,-73.97774,40.73921,-73.97818
12959,"(40.77137, -73.9776, 40.77141, -73.97754)",68,40.77137,-73.9776,40.77141,-73.97754
12960,"(40.7679, -73.98127, 40.76788, -73.98125)",42,40.7679,-73.98127,40.76788,-73.98125
12961,"(40.71782, -73.98573, 40.71777, -73.98577)",26,40.71782,-73.98573,40.71777,-73.98577
12962,"(40.73731, -73.9854, 40.73695, -73.98453)",902,40.73731,-73.9854,40.73695,-73.98453
12963,"(40.7841, -73.96635, 40.78407, -73.96626)",2,40.7841,-73.96635,40.78407,-73.96626
12964,"(40.76372, -73.96206, 40.76417, -73.96311)",12,40.76372,-73.96206,40.76417,-73.96311
12965,"(40.75774, -73.98891, 40.7567, -73.98648)",84,40.75774,-73.98891,40.7567,-73.98648
12966,"(40.73397, -73.99096, 40.73453, -73.99229)",243,40.73397,-73.99096,40.73453,-73.99229
12967,"(40.72228, -73.98669, 40.72242, -73.98716)",12,40.72228,-73.98669,40.72242,-73.98716
12968,"(40.73692, -74.00594, 40.73693, -74.00592)",55,40.73692,-74.00594,40.73693,-74.00592
12969,"(40.71186, -74.01421, 40.71213, -74.01422)",5,40.71186,-74.01421,40.71213,-74.01422
12970,"(40.71548, -74.01668, 40.71546, -74.01667)",184,40.71548,-74.01668,40.71546,-74.01667
12971,"(40.70979, -73.99608, 40.70974, -73.99639)",3,40.70979,-73.99608,40.70974,-73.99639
12972,"(40.73202, -73.98207, 40.73194, -73.98188)",66,40.73202,-73.98207,40.73194,-73.98188
12973,"(40.71792, -73.99307, 40.71792, -73.99307)",84,40.71792,-73.99307,40.71792,-73.99307
12974,"(40.72228, -73.95746, 40.72228, -73.95746)",36,40.72228,-73.95746,40.72228,-73.95746
12975,"(40.71918, -73.94853, 40.72084, -73.94882)",6,40.71918,-73.94853,40.72084,-73.94882
12976,"(40.6986, -73.99752, 40.69864, -73.99747)",23,40.6986,-73.99752,40.69864,-73.99747
12977,"(40.73849, -73.99181, 40.73781, -73.99015)",94,40.73849,-73.99181,40.73781,-73.99015
12978,"(40.72187, -74.0068, 40.72189, -74.00678)",7,40.72187,-74.0068,40.72189,-74.00678
12979,"(40.71486, -74.00145, 40.71511, -74.00199)",123,40.71486,-74.00145,40.71511,-74.00199
12980,"(40.70948, -73.96849, 40.7093, -73.96849)",195,40.70948,-73.96849,40.7093,-73.96849
12981,"(40.7628, -73.99316, 40.76162, -73.99034)",10,40.7628,-73.99316,40.76162,-73.99034
12982,"(40.72148, -73.97426, 40.72148, -73.9743)",12,40.72148,-73.97426,40.72148,-73.9743
12983,"(40.6851, -73.9538, 40.68547, -73.95059)",3,40.6851,-73.9538,40.68547,-73.95059
12984,"(40.70646, -73.96824, 40.70635, -73.96819)",168,40.70646,-73.96824,40.70635,-73.96819
12985,"(40.71609, -74.01505, 40.71606, -74.01508)",14,40.71609,-74.01505,40.71606,-74.01508
12986,"(40.74342, -73.97195, 40.74336, -73.97199)",32,40.74342,-73.97195,40.74336,-73.97199
12987,"(40.70422, -74.00908, 40.70409, -74.00898)",69,40.70422,-74.00908,40.70409,-74.00898
12988,"(40.70827, -73.99865, 40.70827, -73.99865)",125,40.70827,-73.99865,40.70827,-73.99865
12989,"(40.7372, -73.97831, 40.73688, -73.97853)",321,40.7372,-73.97831,40.73688,-73.97853
12990,"(40.71404, -74.00297, 40.71409, -74.00288)",174,40.71404,-74.00297,40.71409,-74.00288
12991,"(40.72146, -74.00475, 40.72138, -74.00463)",23,40.72146,-74.00475,40.72138,-74.00463
12992,"(40.73546, -73.99452, 40.7353, -73.99416)",88,40.73546,-73.99452,40.7353,-73.99416
12993,"(40.74751, -74.00775, 40.74751, -74.00775)",98,40.74751,-74.00775,40.74751,-74.00775
12994,"(40.69751, -73.99808, 40.69758, -73.99804)",23,40.69751,-73.99808,40.69758,-73.99804
12995,"(40.72375, -74.00609, 40.72366, -74.00612)",173,40.72375,-74.00609,40.72366,-74.00612
12996,"(40.742, -73.98894, 40.74208, -73.98893)",273,40.742,-73.98894,40.74208,-73.98893
12997,"(40.69868, -73.98869, 40.69815, -73.98874)",11,40.69868,-73.98869,40.69815,-73.98874
12998,"(40.70116, -73.96091, 40.70136, -73.96113)",3,40.70116,-73.96091,40.70136,-73.96113
12999,"(40.70807, -73.94332, 40.70823, -73.94164)",7,40.70807,-73.94332,40.70823,-73.94164
13000,"(40.74324, -73.97212, 40.74319, -73.97214)",1,40.74324,-73.97212,40.74319,-73.97214
13001,"(40.70069, -73.95738, 40.70002, -73.95724)",1,40.70069,-73.95738,40.70002,-73.95724
13002,"(40.71072, -73.98186, 40.71068, -73.98244)",6,40.71072,-73.98186,40.71068,-73.98244
13003,"(40.78195, -73.97549, 40.78203, -73.97568)",1,40.78195,-73.97549,40.78203,-73.97568
13004,"(40.75347, -73.99253, 40.75308, -73.99158)",16,40.75347,-73.99253,40.75308,-73.99158
13005,"(40.78155, -73.96123, 40.78154, -73.96129)",1,40.78155,-73.96123,40.78154,-73.96129
